Direction,Date,Boarding Stop,Alighting Stop,Passengers
North,21/03/2026,Gold Coast Hwy at Fourth Avenue,Gold Coast Hwy at Twenty Fifth Avenue,4
North,21/03/2026,Johnston Street,Unknown,5
North,21/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Gold Coast Hwy at Tallebudgera Tourist Park,4
North,21/03/2026,Gold Coast Hwy at Fifteenth Avenue,Broadbeach South station,9
North,21/03/2026,Broadbeach South station,"Broadbeach South station, stop C",1
North,21/03/2026,Burleigh Heads National Park,Burleigh Heads National Park,1
North,21/03/2026,Wharf St at Tweed Heads,Gold Coast Hwy at Fourth Avenue,1
North,21/03/2026,Currumbin Wildlife Sanctuary,Broadbeach South station,151
North,21/03/2026,Twenty Seventh Avenue,Broadbeach South station,14
North,21/03/2026,Musgrave St at Coyne Street,Nineteenth Avenue,2
North,21/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Mermaid Beach South station,2
North,21/03/2026,Griffith St at Coolangatta East,Golden Four Drive at St Monica's Catholic Church,2
North,21/03/2026,Coolangatta Central,Gold Coast Hwy at Thrower Drive,2
North,21/03/2026,Golden Four Dr at Tugun Beach shops,Gold Coast Hwy at Currumbin Hill,1
North,21/03/2026,Johnston Street,Broadbeach South station,8
North,21/03/2026,Palm Beach,Unknown,19
North,21/03/2026,Twin Towns Services Club,Golden Four Dr at Bilinga Beach,3
North,21/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Twenty Fifth Avenue,2
North,21/03/2026,Wharf St at Tweed Heads,Marine Pde at Kirra Beach Hotel,2
North,21/03/2026,Gold Coast Hwy at Palm Beach Police Station,Burleigh Heads station,4
North,21/03/2026,Wharf St at Tweed Heads,Teemangum St at Kropp Park,2
North,21/03/2026,Gold Coast Hwy at Miami Hotel,Broadbeach Nort,1
North,21/03/2026,Broadbeach South station,Gooding Dr at Merrimac Golf Course,1
North,21/03/2026,Golden Four Drive at St Monica's Catholic Church,Gold Coast Hwy at Mermaid Beach station,2
North,21/03/2026,Coolangatta Central,Golden Four Dr at Shell Street,3
North,21/03/2026,Golden Four Dr at Shell Street,Golden Four Dr at Shell Street,5
North,21/03/2026,Gold Coast Hwy at Anzac Pde CLOSED,Unknown,10
North,21/03/2026,Golden Four Dr at Bilinga Beach SLSC,Gold Coast Hwy at Fourth Avenue,2
North,21/03/2026,Golden Four Dr at George Street,Gold Coast Hwy at Anzac Pde CLOSED,1
North,21/03/2026,Tweed St at George St,"Pacific Fair, stop A",1
North,21/03/2026,Broadbeach South station,Marine Pde at Kirra Beach,1
North,21/03/2026,Twin Towns Services Club,Gold Coast Hwy at Thrower Drive,1
North,21/03/2026,Gold Coast Hwy at Palm Beach Police Station,Gold Coast Hwy at Palm Beach Police Station,2
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Golden Four Dr at North Kirra Beach,3
North,21/03/2026,Nineteenth Avenue,Broadbeach South station,17
North,21/03/2026,Golden Four Dr at North Kirra Beach,Golden Four Dr at Short Street,5
North,21/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Gold Coast Hwy at Miami Hotel,1
North,21/03/2026,Gold Coast Hwy at Miami station,Broadbeach Sout,1
North,21/03/2026,Wharf St at Tweed Heads,Unknown,59
North,21/03/2026,Griffith St at Coolangatta East,Golden Four Dr at George Street,2
North,21/03/2026,Griffith St at Coolangatta East,Marine Pde at Kirra Beach,3
North,21/03/2026,Burleigh Heads Primary School,Unknown,21
North,21/03/2026,Gold Coast Hwy at Twenty First Avenue,Unknown,5
North,21/03/2026,Wharf St at Tweed Heads,Golden Four Drive at St Monica's Catholic Church,2
North,21/03/2026,Golden Four Dr at North Kirra Beach,Currumbin Wildlife Sanctuary,2
North,21/03/2026,Twin Towns Services Club,Palm Beach,2
North,21/03/2026,Golden Four Dr at North Kirra Beach,Gold Coast Hwy at Miami North station,3
North,21/03/2026,Coolangatta Central,Gold Coast Hwy at Miami North station,5
North,21/03/2026,Griffith St at Coolangatta East,Golden Four Dr at Bilinga Beach SLSC,1
North,21/03/2026,Twin Towns Services Club,Broadbeach South station,43
North,21/03/2026,Twin Towns Services Club,Twin Towns Services Club,18
North,21/03/2026,Griffith St at Coolangatta East,Golden Four Dr at Bilinga Beach,3
North,21/03/2026,Coolangatta Central,Coolangatta Central,18
North,21/03/2026,Golden Four Dr at North Kirra Beach,Palm Beach,2
North,21/03/2026,Golden Four Dr at George Street,Gold Coast Hwy at Burleigh Heads,1
North,21/03/2026,Gold Coast Hwy at Twenty First Avenue,Burleigh Heads station,5
North,21/03/2026,Burleigh Heads Primary School,Burleigh Heads Primary School,8
North,21/03/2026,Johnston Street,Golden Four Dr at Bilinga Beach SLSC,1
North,21/03/2026,Griffith St at Coolangatta East,Gold Coast Hwy at Fifteenth Avenue,1
North,21/03/2026,Tweed St at George St,Gold Coast Hwy at Miami North station,1
North,21/03/2026,Palm Beach,Palm Beach,3
North,21/03/2026,Golden Four Dr at Tugun Beach shops,Gold Coast Hwy at Palm Beach Police Station,2
North,21/03/2026,Tweed St at George St,Unknown,2
North,21/03/2026,Golden Four Dr at North Kirra Beach,Burleigh Heads station,7
North,21/03/2026,Marine Pde at Kirra Beach,Marine Pde at Kirra Beach,3
North,21/03/2026,Griffith St at Coolangatta East,Unknown,22
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Twenty Seventh Avenue,1
North,21/03/2026,Broadbeach South station,Rio Vista Bvd near Cottesloe Dr,1
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Gold Coast Hwy at Fifteenth Avenue,1
North,21/03/2026,Johnston Street,Golden Four Drive at St Monica's Catholic Church,1
North,21/03/2026,Golden Four Dr at Bilinga Beach SLSC,Currumbin Wildlife Sanctuary,1
North,21/03/2026,Griffith St at Coolangatta East,Burleigh Heads National Park,1
North,21/03/2026,Wharf St at Tweed Heads,Gold Coast Hwy at Eighth Avenue,1
North,21/03/2026,Gold Coast Hwy at Miami Hotel,Broadbeach South station,90
North,21/03/2026,Golden Four Dr at North Kirra Beach,Golden Four Dr at North Kirra Beach,8
North,21/03/2026,Griffith St at Coolangatta East,Burleigh Heads station,4
North,21/03/2026,Gold Coast Hwy at Eighth Avenue,Gold Coast Hwy at Anzac Pde CLOSED,1
North,21/03/2026,Currumbin Wildlife Sanctuary,Burleigh Heads National Park,1
North,21/03/2026,Gold Coast Hwy at Tenth Avenue,Gold Coast Hwy at Mermaid Beach South station,1
North,21/03/2026,Johnston Street,Twenty Seventh Avenue,1
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Burleigh Heads station,10
North,21/03/2026,Musgrave St at Kirra shops,Musgrave St at Coyne Street,2
North,21/03/2026,Currumbin Wildlife Sanctuary,Twenty Seventh Avenue,2
North,21/03/2026,Johnston Street,Burleigh Heads station,3
North,21/03/2026,Musgrave St at Kirra shops,Golden Four Dr at Short Street,5
North,21/03/2026,Twin Towns Services Club,Broadbeach South,1
North,21/03/2026,Coolangatta Central,Golden Four Dr at Tugun Beach shops,7
North,21/03/2026,Gold Coast Hwy at Eighth Avenue,Gold Coast Hwy at Miami North station,4
North,21/03/2026,Wharf St at Tweed Heads,Currumbin Wildlife Sanctuary,2
North,21/03/2026,Gold Coast Hwy at Thrower Drive,Gold Coast Hwy at Miami North station,5
North,21/03/2026,Gold Coast Hwy at Palm Beach Police Station,Nineteenth Avenue,1
North,21/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Gold Coast Hwy at Miami station,1
North,21/03/2026,Currumbin Wildlife Sanctuary,Broadbeach South,1
North,21/03/2026,Teemangum St at Kropp Park,Gold Coast Hwy at Mermaid Beach station,1
North,21/03/2026,Johnston Street,Johnston Street,3
North,21/03/2026,Marine Pde at Kirra Beach,Gold Coast Hwy at Thrower Drive,2
North,21/03/2026,Gold Coast Hwy at Anzac Pde CLOSED,Gold Coast Hwy at Mermaid Beach station,3
North,21/03/2026,Burleigh Heads station,Broadbeach South,3
North,21/03/2026,Golden Four Dr at Short Street,Unknown,6
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Marine Pde at Kirra Beach Hotel,22
North,21/03/2026,Gold Coast Hwy at Tenth Avenue,Gold Coast Hwy at Miami Hotel,1
North,21/03/2026,Wharf St at Tweed Heads,Golden Four Dr at Shell Street,2
North,21/03/2026,Golden Four Dr at North Kirra Beach,Golden Four Drive at St Monica's Catholic Church,2
North,21/03/2026,Twin Towns Services Club,Marine Pde at Kirra Beach,2
North,21/03/2026,Gold Coast Hwy at Thrower Drive,Gold Coast Hwy at Mermaid Beach South station,1
North,21/03/2026,Marine Pde at Kirra Beach,Tweed St at George St,3
North,21/03/2026,Palm Beach,Burleigh Heads National Park,4
North,21/03/2026,Coolangatta Central,Currumbin Wildlife Sanctuary,3
North,21/03/2026,Broadbeach South station,Varsity Pde near University Dr,1
North,21/03/2026,Wharf St at Tweed Heads,Gold Coast Hwy at Palm Beach Police Station,2
North,21/03/2026,Musgrave St at Kirra shops,Golden Four Dr at Tugun Beach shops,3
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Musgrave St at Coyne Street,3
North,21/03/2026,Musgrave St at Kirra shops,Musgrave St at Kirra shops,4
North,21/03/2026,Golden Four Dr at Tugun Beach shops,Burleigh Heads station,11
North,21/03/2026,Golden Four Dr at North Kirra Beach,Golden Four Dr at George Street,2
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Golden Four Dr at Bilinga Beach,1
North,21/03/2026,Wharf St at Tweed Heads,Johnston Street,6
North,21/03/2026,Gold Coast Hwy at Mermaid Beach station,Broadbeach South station,15
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Gold Coast Hwy at Miami Hotel,1
North,21/03/2026,Teemangum St at Kropp Park,Unknown,49
North,21/03/2026,Gold Coast Hwy at Mermaid Beach station,Unknown,3
North,21/03/2026,Golden Four Dr at Tugun Beach shops,Gold Coast Hwy at Mermaid Beach South station,1
North,21/03/2026,Coolangatta Central,Rio Vista Bvd near Dunlop Ct,1
North,21/03/2026,Griffith St at Coolangatta East,Gold Coast Hwy at Mermaid Beach station,2
North,21/03/2026,Broadbeach South station,"Broadbeach South station, stop D",2
North,21/03/2026,Palm Beach,Gold Coast Hwy at Miami Hotel,3
North,21/03/2026,Currumbin Wildlife Sanctuary,Burleigh Heads station,9
North,21/03/2026,Musgrave St at Kirra shops,Johnston Street,2
North,21/03/2026,Twenty Seventh Avenue,Unknown,4
North,21/03/2026,Gold Coast Hwy at Eighth Avenue,Burleigh Heads Primary School,1
North,21/03/2026,Griffith St at Coolangatta East,Broadbeach South station,13
North,21/03/2026,Wharf St at Tweed Heads,Golden Four Dr at Bilinga Beach SLSC,2
North,21/03/2026,Gold Coast Hwy at Thrower Drive,Burleigh Heads National Park,1
North,21/03/2026,Johnston Street,Golden Four Dr at Shell Street,2
North,21/03/2026,Burleigh Heads Primary School,Gold Coast Hwy at Mermaid Beach South station,4
North,21/03/2026,Gold Coast Hwy at Eighth Avenue,Burleigh Heads National Park,1
North,21/03/2026,Golden Four Dr at Short Street,Golden Four Dr at Short Street,2
North,21/03/2026,Coolangatta Central,"Broadbeach South station, stop A",1
North,21/03/2026,Musgrave St at Kirra shops,Musgrave St at Kirra shops,1
North,21/03/2026,Coolangatta Central,Broadbeach South station,40
North,21/03/2026,Griffith St at Coolangatta East,Golden Four Dr at North Kirra Beach,10
North,21/03/2026,Wharf St at Tweed Heads,Broadbeach South station,47
North,21/03/2026,Coolangatta Central,Nineteenth Avenue,4
North,21/03/2026,Golden Four Dr at George Street,Broadbeach South station,4
North,21/03/2026,Wharf St at Tweed Heads,Golden Four Dr at North Kirra Beach,4
North,21/03/2026,Golden Four Dr at North Kirra Beach,Golden Four Dr at Bilinga Beach SLSC,1
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Teemangum St at Kropp Park,1
North,21/03/2026,Gold Coast Hwy at Mermaid Beach South station,Broadbeach South station,49
North,21/03/2026,Twin Towns Services Club,Johnston Street,13
North,21/03/2026,Wharf St at Tweed Heads,Burleigh Heads Primary School,2
North,21/03/2026,Wharf St at Tweed Heads,Gold Coast Hwy at Twenty First Avenue,2
North,21/03/2026,Gold Coast Hwy at Twenty First Avenue,Broadbeach South station,5
North,21/03/2026,Burleigh Heads Primary School,Gold Coast Hwy at Miami Hotel,8
North,21/03/2026,Golden Four Dr at North Kirra Beach,Unknown,7
North,21/03/2026,Gold Coast Hwy at Twenty Fifth Avenue,Broadbeach South station,5
North,21/03/2026,Coolangatta Central,Marine Pde at Kirra Beach,5
North,21/03/2026,Wharf St at Tweed Heads,Musgrave St at Kirra shops,8
North,21/03/2026,Teemangum St at Kropp Park,Gold Coast Hwy at Fifteenth Avenue,1
North,21/03/2026,Coolangatta Central,Gold Coast Hwy at Tenth Avenue,1
North,21/03/2026,Broadbeach South station,Old Burleigh Rd at Kurrawa SLSC,1
North,21/03/2026,Gold Coast Hwy at Twenty First Avenue,Gold Coast Hwy at Mermaid Beach station,4
North,21/03/2026,Golden Four Drive at St Monica's Catholic Church,Golden Four Drive at St Monica's Catholic Church,2
North,21/03/2026,Currumbin Wildlife Sanctuary,Gold Coast Hwy at Mermaid Beach station,2
North,21/03/2026,Broadbeach South station,Robina station,6
North,21/03/2026,Palm Beach,Burleigh Heads station,11
North,21/03/2026,Marine Pde at Kirra Beach,Broadbeach South station,7
North,21/03/2026,Golden Four Dr at Short Street,Gold Coast Hwy at Eighth Avenue,1
North,21/03/2026,Golden Four Dr at Bilinga Beach,Palm Beach,1
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Currumbin Wildlife Sanctuary,8
North,21/03/2026,Coolangatta Central,Musgrave St at Kirra shops,21
North,21/03/2026,Griffith St at Coolangatta East,Nineteenth Avenue,1
North,21/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Nobby Beach station,1
North,21/03/2026,Musgrave St at Coyne Street,Currumbin Wildlife Sanctuary,3
North,21/03/2026,Burleigh Heads National Park,Gold Coast Hwy at Miami North station,3
North,21/03/2026,Golden Four Dr at North Kirra Beach,Gold Coast Hwy at Anzac Pde CLOSED,3
North,21/03/2026,Currumbin Wildlife Sanctuary,Gold Coast Hwy at Tallebudgera Tourist Park,3
North,21/03/2026,Broadbeach South station,Varsity Pde at Lakefront Crescent,2
North,21/03/2026,Coolangatta Central,Gold Coast Hwy at Twenty First Avenue,4
North,21/03/2026,Gold Coast Hwy at Tenth Avenue,Burleigh Heads station,5
North,21/03/2026,Coolangatta Central,Golden Four Dr at George Street,8
North,21/03/2026,Burleigh Heads Primary School,Broadbeach South station,91
North,21/03/2026,Coolangatta Central,Gold Coast Hwy at Eighth Avenue,1
North,21/03/2026,Twenty Seventh Avenue,Broadbeach Sout,1
North,21/03/2026,Johnston Street,Gold Coast Hwy at Fourth Avenue,2
North,21/03/2026,Gold Coast Hwy at Anzac Pde CLOSED,Gold Coast Hwy at Anzac Pde CLOSED,5
North,21/03/2026,Gold Coast Hwy at Currumbin Hill,Gold Coast Hwy at Miami North station,1
North,21/03/2026,Broadbeach South station,Christine Ave at Konda Way,1
North,21/03/2026,Coolangatta Central,Gold Coast Hwy at Twenty First Avenue,1
North,21/03/2026,Teemangum St at Kropp Park,Gold Coast Hwy at Fourth Avenue,1
North,21/03/2026,Golden Four Dr at Shell Street,Unknown,2
North,21/03/2026,Golden Four Dr at North Kirra Beach,Golden Four Dr at Shell Street,3
North,21/03/2026,Gold Coast Hwy at Miami station,Gold Coast Hwy at Miami North station,4
North,21/03/2026,Golden Four Dr at North Kirra Beach,Gold Coast Hwy at Twenty Fifth Avenue,1
North,21/03/2026,Gold Coast Hwy at Anzac Pde CLOSED,Broadbeach South station,55
North,21/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Burleigh Heads Primary School,1
North,21/03/2026,Johnston Street,Golden Four Dr at Short Street,1
North,21/03/2026,Musgrave St at Kirra shops,Gold Coast Hwy at Twenty First Avenue,1
North,21/03/2026,Wharf St at Tweed Heads,Gold Coast Hwy at Thrower Drive,1
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Gold Coast Hwy at Tenth Avenue,2
North,21/03/2026,Burleigh Heads station,Gold Coast Hwy at Anzac Pde CLOSED,13
North,21/03/2026,Musgrave St at Coyne Street,Johnston Street,5
North,21/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Gold Coast Hwy at Miami Hotel,3
North,21/03/2026,Broadbeach South station,Lake St near Central Park Dr,1
North,21/03/2026,Teemangum St at Kropp Park,Broadbeach South station,10
North,21/03/2026,Currumbin Wildlife Sanctuary,Gold Coast Hwy at Fourth Avenue,5
North,21/03/2026,Gold Coast Hwy at Nobby Beach station,Gold Coast Hwy at Mermaid Beach station,2
North,21/03/2026,Golden Four Dr at Bilinga Beach SLSC,Golden Four Drive at St Monica's Catholic Church,1
North,21/03/2026,Musgrave St at Kirra shops,"Broadbeach South station, stop C",1
North,21/03/2026,Golden Four Drive at St Monica's Catholic Church,Gold Coast Hwy at Tenth Avenue,1
North,21/03/2026,Gold Coast Hwy at Palm Beach Police Station,Broadbeach Sout,1
North,21/03/2026,Burleigh Heads Primary School,Gold Coast Hwy at Burleigh Heads,2
North,21/03/2026,Musgrave St at Coyne Street,Golden Four Drive at St Monica's Catholic Church,2
North,21/03/2026,Griffith St at Coolangatta East,Gold Coast Hwy at Palm Beach Police Station,3
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Johnston Street,5
North,21/03/2026,Gold Coast Hwy at Fifteenth Avenue,Unknown,21
North,21/03/2026,Gold Coast Hwy at Tallebudgera Tourist Park,Broadbeach South station,23
North,21/03/2026,Teemangum St at Kropp Park,Gold Coast Hwy at Miami North station,1
North,21/03/2026,Broadbeach South station,Nerang Broadbeach Rd at Rawle Court,1
North,21/03/2026,Gold Coast Hwy at Thrower Drive,Golden Four Dr at Short Street,1
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Golden Four Drive at St Monica's Catholic Church,2
North,21/03/2026,Golden Four Dr at George Street,Twenty Seventh Avenue,2
North,21/03/2026,Gold Coast Hwy at Mermaid Beach South station,Gold Coast Hwy at Mermaid Beach station,4
North,21/03/2026,Coolangatta Central,Gold Coast Hwy at Miami Hotel,4
North,21/03/2026,Burleigh Heads station,Gold Coast Hwy at Miami Hotel,15
North,21/03/2026,Coolangatta Central,Musgrave St at Coyne Street,19
North,21/03/2026,Musgrave St at Kirra shops,Burleigh Heads National Park,1
North,21/03/2026,Johnston Street,Gold Coast Hwy at Mermaid Beach South station,2
North,21/03/2026,Twin Towns Services Club,Musgrave St at Coyne Street,27
North,21/03/2026,Golden Four Dr at Bilinga Beach SLSC,Broadbeach South station,5
North,21/03/2026,Gold Coast Hwy at Thrower Drive,Gold Coast Hwy at Anzac Pde CLOSED,1
North,21/03/2026,Griffith St at Coolangatta East,Golden Four Dr at Tugun Beach shops,7
North,21/03/2026,Twin Towns Services Club,"Broadbeach South station, stop C",2
North,21/03/2026,Musgrave St at Coyne Street,Twenty Seventh Avenue,3
North,21/03/2026,Coolangatta Central,Golden Four Drive at St Monica's Catholic Church,3
North,21/03/2026,Gold Coast Hwy at Anzac Pde CLOSED,Gold Coast Hwy at Mermaid Beach South station,4
North,21/03/2026,Teemangum St at Kropp Park,Palm Beach,3
North,21/03/2026,Nineteenth Avenue,Burleigh Heads station,4
North,21/03/2026,Marine Pde at Kirra Beach Hotel,Tweed St at George St,2
North,21/03/2026,Gold Coast Hwy at Hythe St CLOSED,Gold Coast Hwy at Hythe St CLOSED,1
North,21/03/2026,Twin Towns Services Club,Gold Coast Hwy at Mermaid Beach station,4
North,21/03/2026,Coolangatta Central,Gold Coast Hwy at Fifteenth Avenue,2
South,21/03/2026,"Broadbeach South station, stop A",Teemangum St at Kropp Park,8
South,21/03/2026,Gold Coast Hwy at Eighth Avenue,Golden Four Dr at Bilinga Beach SLSC,2
South,21/03/2026,Gold Coast Hwy at Miami Hotel CLOSED,Gold Coast Hwy at Miami Hotel CLOSED,2
South,21/03/2026,Palm Beach,Musgrave St at Kirra shops,3
South,21/03/2026,Burleigh Heads National Park,Gold Coast Hwy at Twenty First Avenue,3
